## Fri Jan 20 14:08:03 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1224 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FNPKGJ_00145	216595.PFLU_0029	2.04e-80	238.0	COG3805@1|root,COG3805@2|Bacteria,1RIFS@1224|Proteobacteria,1SZVF@1236|Gammaproteobacteria,1YQPS@136843|Pseudomonas fluorescens group	1224|Proteobacteria	Q	Dopa 4,5-dioxygenase family	-	-	-	ko:K10253	-	-	-	-	ko00000,ko01000	-	-	-	DOPA_dioxygen
FNPKGJ_00150	216595.PFLU_0030	6.15e-234	643.0	COG3734@1|root,COG3734@2|Bacteria,1MWGX@1224|Proteobacteria,1RYZB@1236|Gammaproteobacteria,1YNGB@136843|Pseudomonas fluorescens group	1224|Proteobacteria	G	2-keto-3-deoxy-galactonokinase	dgoK	-	2.7.1.58	ko:K00883	ko00052,ko01100,map00052,map01100	M00552	R03387	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	DGOK
FNPKGJ_00155	216595.PFLU_0031	4.33e-139	394.0	COG0800@1|root,COG0800@2|Bacteria,1RD0T@1224|Proteobacteria,1RQMK@1236|Gammaproteobacteria,1YPAY@136843|Pseudomonas fluorescens group	1224|Proteobacteria	G	KDPG and KHG aldolase	dgoA	-	4.1.2.21	ko:K01631	ko00052,ko01100,map00052,map01100	M00552	R01064	RC00307,RC00435	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldolase
FNPKGJ_00160	216595.PFLU_0032	2.24e-286	781.0	COG4948@1|root,COG4948@2|Bacteria,1MURK@1224|Proteobacteria,1RPIT@1236|Gammaproteobacteria	1224|Proteobacteria	M	Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate	dgoD	GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575	4.2.1.6	ko:K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	R03033	RC00543	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b4478,iB21_1397.B21_03519,iBWG_1329.BWG_3382,iEC042_1314.EC042_4048,iEC55989_1330.EC55989_4161,iECBD_1354.ECBD_0011,iECB_1328.ECB_03575,iECDH10B_1368.ECDH10B_3878,iECDH1ME8569_1439.ECDH1ME8569_3579,iECD_1391.ECD_03575,iECIAI1_1343.ECIAI1_3870,iECO103_1326.ECO103_4466,iECO111_1330.ECO111_4519,iECSE_1348.ECSE_3978,iECUMN_1333.ECUMN_4223,iECW_1372.ECW_m3991,iEKO11_1354.EKO11_0011,iETEC_1333.ETEC_3982,iEcDH1_1363.EcDH1_0011,iEcE24377_1341.EcE24377A_4201,iEcSMS35_1347.EcSMS35_4057,iEcolC_1368.EcolC_0011,iJO1366.b4478,iWFL_1372.ECW_m3991,iY75_1357.Y75_RS18645	MR_MLE_C,MR_MLE_N
FNPKGJ_00165	216595.PFLU_0033	7.09e-310	845.0	COG2271@1|root,COG2271@2|Bacteria,1MVPS@1224|Proteobacteria,1RNMV@1236|Gammaproteobacteria,1YRGS@136843|Pseudomonas fluorescens group	1224|Proteobacteria	G	Transporter	dgoT	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944	-	ko:K03535,ko:K08194	-	-	-	-	ko00000,ko02000	2.A.1.14.1,2.A.1.14.7	-	iECO103_1326.ECO103_4467	MFS_1
FNPKGJ_00170	1470593.BW43_01112	0.0	941.0	COG3979@1|root,COG3979@2|Bacteria,1QUEX@1224|Proteobacteria	1224|Proteobacteria	S	Berberine and berberine like	-	-	-	-	-	-	-	-	-	-	-	-	BBE,FAD_binding_4
FNPKGJ_00175	216595.PFLU_0034	3.11e-105	303.0	2DYEX@1|root,349EG@2|Bacteria,1QX1Z@1224|Proteobacteria,1T343@1236|Gammaproteobacteria,1YQGS@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Nickel/cobalt transporter regulator	-	-	-	-	-	-	-	-	-	-	-	-	RcnB
FNPKGJ_00180	216595.PFLU_0035	1.69e-190	529.0	COG0159@1|root,COG0159@2|Bacteria,1MXJV@1224|Proteobacteria,1RMGN@1236|Gammaproteobacteria,1YMJK@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA	-	4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_syntA
FNPKGJ_00185	216595.PFLU_0036	2.52e-303	826.0	COG0133@1|root,COG0133@2|Bacteria,1MUS8@1224|Proteobacteria,1RP4D@1236|Gammaproteobacteria,1YM34@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	trpB	GO:0000162,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.2.1.20	ko:K01696	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
FNPKGJ_00190	216595.PFLU_0037	7.06e-218	600.0	COG0583@1|root,COG0583@2|Bacteria,1R7X2@1224|Proteobacteria,1RZVD@1236|Gammaproteobacteria	1224|Proteobacteria	K	Transcriptional regulator	trpI	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
FNPKGJ_00200	216595.PFLU_0039	1.3e-44	144.0	COG3360@1|root,COG3360@2|Bacteria,1N6UT@1224|Proteobacteria,1SCF7@1236|Gammaproteobacteria,1YQS9@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Dodecin	-	-	-	ko:K09165	-	-	-	-	ko00000	-	-	-	Dodecin
FNPKGJ_00205	216595.PFLU_0040	1.17e-42	139.0	2EGJ5@1|root,33ABC@2|Bacteria,1NI51@1224|Proteobacteria,1SH35@1236|Gammaproteobacteria	1224|Proteobacteria	S	Protein of unknown function (DUF1161)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1161
FNPKGJ_00210	216595.PFLU_0041	7.56e-242	664.0	COG2141@1|root,COG2141@2|Bacteria,1MVF0@1224|Proteobacteria,1RMCE@1236|Gammaproteobacteria,1YMDB@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	Luciferase-like monooxygenase	yhbW	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
FNPKGJ_00215	216595.PFLU_0042	1.23e-96	281.0	COG1764@1|root,COG1764@2|Bacteria,1RH9U@1224|Proteobacteria,1S205@1236|Gammaproteobacteria,1YQ7E@136843|Pseudomonas fluorescens group	1224|Proteobacteria	O	Peroxiredoxin	osmC	GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006970,GO:0006972,GO:0006979,GO:0008150,GO:0008152,GO:0009628,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0033194,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1990748	-	ko:K04063	-	-	-	-	ko00000	-	-	-	OsmC
FNPKGJ_00225	216595.PFLU_0044	2.5e-99	288.0	2A1GF@1|root,30PQ2@2|Bacteria,1QRDV@1224|Proteobacteria,1RUCU@1236|Gammaproteobacteria,1YQPW@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_00230	216595.PFLU_0045	1.75e-254	697.0	COG4324@1|root,COG4324@2|Bacteria,1N0FE@1224|Proteobacteria,1S0UK@1236|Gammaproteobacteria,1YMWQ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Putative aminopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Aminopep
FNPKGJ_00235	216595.PFLU_0046	5.07e-158	442.0	COG0546@1|root,COG0546@2|Bacteria,1REXF@1224|Proteobacteria,1S5AR@1236|Gammaproteobacteria,1YPSB@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	HAD-hyrolase-like	gph1	-	3.1.3.18	ko:K01091	ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130	-	R01334	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD_2
FNPKGJ_00240	216595.PFLU_0047	2.76e-111	321.0	COG0663@1|root,COG0663@2|Bacteria,1RD76@1224|Proteobacteria,1RPB6@1236|Gammaproteobacteria,1YNQK@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Bacterial transferase hexapeptide (six repeats)	yrdA	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008270,GO:0009987,GO:0016043,GO:0022607,GO:0042802,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0051259,GO:0051260,GO:0065003,GO:0070206,GO:0070207,GO:0071840	-	-	-	-	-	-	-	-	-	-	Hexapep
FNPKGJ_00245	216595.PFLU_0048	0.0	1358.0	COG0339@1|root,COG0339@2|Bacteria,1MU1K@1224|Proteobacteria,1RMAH@1236|Gammaproteobacteria,1YNEF@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	Peptidase family M3	prlC	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006465,GO:0006508,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016485,GO:0016787,GO:0019538,GO:0034641,GO:0034645,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051604,GO:0070011,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564,GO:1901576	3.4.24.70	ko:K01414	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
FNPKGJ_00250	216595.PFLU_0049	1.85e-62	191.0	COG3529@1|root,COG3529@2|Bacteria,1NC40@1224|Proteobacteria,1SEJF@1236|Gammaproteobacteria,1YQR6@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	DNA-binding protein	-	-	-	ko:K07070	-	-	-	-	ko00000	-	-	-	DUF2387
FNPKGJ_00255	216595.PFLU_0050	4.33e-160	448.0	COG2365@1|root,COG2365@2|Bacteria,1RGE7@1224|Proteobacteria,1SBQH@1236|Gammaproteobacteria,1YNSI@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	Tyrosine phosphatase family	-	-	-	-	-	-	-	-	-	-	-	-	DSPc,Y_phosphatase2,Y_phosphatase3
FNPKGJ_00260	216595.PFLU_0051	5.93e-186	516.0	2DB8V@1|root,2Z7SX@2|Bacteria,1MX06@1224|Proteobacteria,1RQ6Y@1236|Gammaproteobacteria,1YPDA@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Gluconate 2-dehydrogenase subunit 3	-	-	1.1.99.3	ko:K06152	ko00030,ko01100,ko01120,map00030,map01100,map01120	-	R01741	RC00084	ko00000,ko00001,ko01000	-	-	-	Gluconate_2-dh3
FNPKGJ_00265	216595.PFLU_0052	0.0	1231.0	COG2303@1|root,COG2303@2|Bacteria,1MU3F@1224|Proteobacteria,1RNYS@1236|Gammaproteobacteria,1YQ1X@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	GMC oxidoreductase	-	-	1.1.99.3	ko:K06151	ko00030,ko01100,ko01120,map00030,map01100,map01120	-	R01741	RC00084	ko00000,ko00001,ko01000	-	-	iJN746.PP_3383	FAD_binding_2,GMC_oxred_C,GMC_oxred_N
FNPKGJ_00270	216595.PFLU_0053	0.0	880.0	COG2010@1|root,COG2010@2|Bacteria,1MV6D@1224|Proteobacteria,1RMYF@1236|Gammaproteobacteria,1YM3M@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	Cytochrome C oxidase, cbb3-type, subunit III	adhB	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
FNPKGJ_00275	216595.PFLU_0054	1.63e-257	705.0	COG1533@1|root,COG1533@2|Bacteria,1MW0H@1224|Proteobacteria,1RQNF@1236|Gammaproteobacteria,1YN7B@136843|Pseudomonas fluorescens group	1224|Proteobacteria	L	Radical SAM	MA20_42330	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
FNPKGJ_00280	1470593.BW43_01091	1.01e-169	474.0	COG0288@1|root,COG0288@2|Bacteria,1MV1U@1224|Proteobacteria,1SYDI@1236|Gammaproteobacteria	1224|Proteobacteria	P	Reversible hydration of carbon dioxide	cynT	-	4.2.1.1	ko:K01673	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	iJN746.PP_0100	Pro_CA
FNPKGJ_00285	216595.PFLU_0056	0.0	955.0	COG0659@1|root,COG0659@2|Bacteria,1MX8F@1224|Proteobacteria,1RRCQ@1236|Gammaproteobacteria,1YPM6@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	inorganic anion transporter	ychM	-	4.2.1.1	ko:K01673	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	-	STAS_2,Sulfate_transp
FNPKGJ_00290	216595.PFLU_0057	7.77e-151	424.0	2AEBT@1|root,31468@2|Bacteria,1RC39@1224|Proteobacteria,1S7QQ@1236|Gammaproteobacteria,1YNAH@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_00295	216595.PFLU_0058	3.99e-281	767.0	COG1622@1|root,COG1622@2|Bacteria,1MWHZ@1224|Proteobacteria,1RP4H@1236|Gammaproteobacteria,1YPN1@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B)	coxB	-	1.9.3.1	ko:K02275	ko00190,ko01100,map00190,map01100	M00155	R00081	RC00016	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	-	COX2,COX2_TM,Cytochrome_CBB3
FNPKGJ_00300	216595.PFLU_0059	0.0	1066.0	COG0843@1|root,COG0843@2|Bacteria,1MU7S@1224|Proteobacteria,1RPC3@1236|Gammaproteobacteria,1YQ1U@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	ctaD	GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0022900,GO:0022904,GO:0034220,GO:0044237,GO:0044464,GO:0045333,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	1.10.3.10,1.9.3.1	ko:K02274,ko:K02298	ko00190,ko01100,map00190,map01100	M00155,M00417	R00081,R11335	RC00016,RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.5,3.D.4.6	-	iJN746.PP_0104	COX1
FNPKGJ_00305	216595.PFLU_0060	2.27e-128	365.0	COG3175@1|root,COG3175@2|Bacteria,1RDTU@1224|Proteobacteria,1S5XA@1236|Gammaproteobacteria,1YP1Q@136843|Pseudomonas fluorescens group	1224|Proteobacteria	O	Cytochrome c oxidase assembly protein CtaG/Cox11	ctaG	GO:0008150,GO:0008535,GO:0009987,GO:0016043,GO:0017004,GO:0022607,GO:0034622,GO:0043933,GO:0044085,GO:0065003,GO:0071840	-	ko:K02258	ko00190,ko01100,ko04714,map00190,map01100,map04714	M00154	-	-	ko00000,ko00001,ko00002,ko03029	3.D.4.8	-	-	CtaG_Cox11
FNPKGJ_00310	216595.PFLU_0061	1.28e-223	615.0	COG1845@1|root,COG1845@2|Bacteria,1MUCK@1224|Proteobacteria,1RN9D@1236|Gammaproteobacteria,1YPEP@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	Cytochrome c oxidase subunit III	coxC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.9.3.1	ko:K02276	ko00190,ko01100,map00190,map01100	M00155	R00081	RC00016	ko00000,ko00001,ko00002,ko01000	3.D.4.4,3.D.4.6	-	-	COX3
FNPKGJ_00315	216595.PFLU_0062	2.97e-37	125.0	2EGIJ@1|root,33AAQ@2|Bacteria,1NH9B@1224|Proteobacteria,1SGKJ@1236|Gammaproteobacteria	1224|Proteobacteria	S	Protein of unknown function (DUF2909)	VL23_10685	-	-	-	-	-	-	-	-	-	-	-	DUF2909
FNPKGJ_00320	216595.PFLU_0063	2.94e-188	522.0	COG3346@1|root,COG3346@2|Bacteria,1MZUH@1224|Proteobacteria,1S8S0@1236|Gammaproteobacteria,1YN3Q@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	SURF1 family	surf1	-	-	ko:K14998	-	-	-	-	ko00000,ko03029	3.D.4.8	-	-	SURF1
FNPKGJ_00325	216595.PFLU_0064	7.04e-139	392.0	COG1999@1|root,COG1999@2|Bacteria,1N6R6@1224|Proteobacteria,1SC88@1236|Gammaproteobacteria	1224|Proteobacteria	S	signal sequence binding	VVA1110	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_00330	216595.PFLU_0065	9.93e-267	729.0	COG1612@1|root,COG1612@2|Bacteria,1MVJ4@1224|Proteobacteria,1RQWB@1236|Gammaproteobacteria,1YMCT@136843|Pseudomonas fluorescens group	1224|Proteobacteria	O	cytochrome	ctaA	-	-	ko:K02259	ko00190,ko00860,ko01100,ko01110,ko02020,ko04714,map00190,map00860,map01100,map01110,map02020,map04714	M00154	R07412	RC00769	ko00000,ko00001,ko00002,ko03029	3.D.4.4	-	-	COX15-CtaA
FNPKGJ_00335	216595.PFLU_0066	3.58e-207	573.0	COG0109@1|root,COG0109@2|Bacteria,1MW3S@1224|Proteobacteria,1RNHC@1236|Gammaproteobacteria,1YR8E@136843|Pseudomonas fluorescens group	1224|Proteobacteria	O	Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group	ctaB	GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008495,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.141	ko:K02257	ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714	M00154	R07411	RC01786	ko00000,ko00001,ko00002,ko01000,ko01006,ko03029	-	-	iJN746.PP_0110	UbiA
FNPKGJ_00340	216595.PFLU_0067	2.72e-149	420.0	COG1999@1|root,COG1999@2|Bacteria,1RHSV@1224|Proteobacteria,1S6HW@1236|Gammaproteobacteria,1YPSW@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	SCO1/SenC	scoP	-	-	ko:K07152	-	-	-	-	ko00000,ko03029	-	-	-	SCO1-SenC
FNPKGJ_00345	216595.PFLU_0068	3.12e-175	489.0	COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,1RZV1@1236|Gammaproteobacteria,1YPSM@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	ABC transporter	metQ	-	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
FNPKGJ_00350	216595.PFLU_0069	4.57e-143	405.0	COG2011@1|root,COG2011@2|Bacteria,1MW8E@1224|Proteobacteria,1RQJU@1236|Gammaproteobacteria,1YMMN@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Binding-protein-dependent transport system inner membrane component	metI	-	-	ko:K02072	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	BPD_transp_1
FNPKGJ_00355	216595.PFLU_0070	2.91e-231	637.0	COG1135@1|root,COG1135@2|Bacteria,1QTTK@1224|Proteobacteria,1RMQD@1236|Gammaproteobacteria,1YMQE@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	metN	GO:0003674,GO:0003824,GO:0005215,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085	-	ko:K02071	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	ABC_tran,NIL
FNPKGJ_00360	216595.PFLU_0071	0.0	1437.0	COG0693@1|root,COG0753@1|root,COG0693@2|Bacteria,COG0753@2|Bacteria,1MUXZ@1224|Proteobacteria,1RNE7@1236|Gammaproteobacteria,1YPGR@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Serves to protect cells from the toxic effects of hydrogen peroxide	katE	GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006970,GO:0006972,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009628,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0033554,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0044424,GO:0044464,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1990748	1.11.1.6	ko:K03781	ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014	M00532	R00009,R00602,R02670	RC00034,RC00767,RC02141,RC02755	ko00000,ko00001,ko00002,ko01000	-	-	iECO26_1355.ECO26_2506	Catalase,Catalase-rel,DJ-1_PfpI
FNPKGJ_00365	216595.PFLU_0072	8.22e-158	444.0	28V77@1|root,2ZHAC@2|Bacteria,1P8YI@1224|Proteobacteria,1SUCD@1236|Gammaproteobacteria,1YM5V@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_00370	216595.PFLU_0073	1.2e-166	468.0	COG1108@1|root,COG1108@2|Bacteria,1MVC2@1224|Proteobacteria,1RPYF@1236|Gammaproteobacteria,1YPIR@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	ABC 3 transport family	znuB	GO:0000006,GO:0000041,GO:0003674,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0008150,GO:0008324,GO:0010035,GO:0010038,GO:0010043,GO:0015075,GO:0015318,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0042221,GO:0044464,GO:0046873,GO:0046915,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0070838,GO:0071577,GO:0071944,GO:0072509,GO:0072511,GO:0098655,GO:0098660,GO:0098662	-	ko:K09816	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.3,3.A.1.15.5	-	iEC042_1314.EC042_2026,iECABU_c1320.ECABU_c21210,iECED1_1282.ECED1_2064,iECNA114_1301.ECNA114_1921,iECSF_1327.ECSF_1717,iECUMN_1333.ECUMN_2157,iEcSMS35_1347.EcSMS35_1327,iG2583_1286.G2583_2311,iSSON_1240.SSON_1282,iYL1228.KPN_02374,ic_1306.c2273	ABC-3
